Record,YNAM,ZNAM
1327125268,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1327125271,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1327125274,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1327125278,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1327125280,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1327125282,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1327125284,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1327125286,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1327125288,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1327125290,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1327125292,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1327166776,,
1327166778,,
1327166780,,
1327166781,,
1327166784,,
1327166787,,
1327166788,,
1327166791,,
1327166793,,
1327187539,,
1327187541,,
1327187543,,
1327187545,,
1327187547,,
1327208286,,
1327208288,,
1327208290,,
1327208292,,
1327208294,,
1327208296,,
1327208298,,
1327208300,,
1327208302,,
1327208304,,
1327208306,,
1327208308,,
1327208310,,
1327208312,,
1327208314,,
1327208316,,
1327208318,,
1327208320,,
1327208322,,
1327208324,,
1327208326,,
1327208328,,
1327208330,,
1327229118,,
1327229121,,
1327229124,,
1327229126,,
1327229129,,
1327229132,,
1327229135,,
1327229138,,
1327229141,,
1327229144,,
1327229147,,
1327229150,,
1327229153,,
1327270631,ITMRingUp [SNDR:0C08AB14],
1327270633,ITMRingUp [SNDR:0C08AB14],
1327270647,ITMRingUp [SNDR:0C08AB14],
1327270648,ITMRingUp [SNDR:0C08AB14],
1327270651,ITMRingUp [SNDR:0C08AB14],
1327270653,ITMRingUp [SNDR:0C08AB14],
1327270655,ITMRingUp [SNDR:0C08AB14],
1327270657,ITMRingUp [SNDR:0C08AB14],
1327270659,ITMRingUp [SNDR:0C08AB14],
1327270661,ITMRingUp [SNDR:0C08AB14],
1327270663,ITMRingUp [SNDR:0C08AB14],
1327291410,ITMRingUp [SNDR:0C08AB14],
1327291414,ITMRingUp [SNDR:0C08AB14],
1327291417,ITMRingUp [SNDR:0C08AB14],
1327291420,ITMRingUp [SNDR:0C08AB14],
1327291423,ITMRingUp [SNDR:0C08AB14],
1327291426,ITMRingUp [SNDR:0C08AB14],
1327291429,ITMRingUp [SNDR:0C08AB14],
1327291433,ITMRingUp [SNDR:0C08AB14],
1327291436,ITMRingUp [SNDR:0C08AB14],
1327291438,ITMRingUp [SNDR:0C08AB14],
1327312179,ITMRingUp [SNDR:0C08AB14],
1327312181,ITMRingUp [SNDR:0C08AB14],
1327312185,ITMRingUp [SNDR:0C08AB14],
1327312188,ITMRingUp [SNDR:0C08AB14],
1327312191,ITMRingUp [SNDR:0C08AB14],
1327312194,ITMRingUp [SNDR:0C08AB14],
1327312197,ITMRingUp [SNDR:0C08AB14],
1327312200,ITMRingUp [SNDR:0C08AB14],
1327312203,ITMRingUp [SNDR:0C08AB14],
1327312206,ITMRingUp [SNDR:0C08AB14],
1327312209,ITMRingUp [SNDR:0C08AB14],
1327312212,ITMRingUp [SNDR:0C08AB14],
1327312215,ITMRingUp [SNDR:0C08AB14],
1327312218,ITMRingUp [SNDR:0C08AB14],
1327312221,ITMRingUp [SNDR:0C08AB14],
1327312224,ITMRingUp [SNDR:0C08AB14],
1327312227,ITMRingUp [SNDR:0C08AB14],
1327312230,ITMRingUp [SNDR:0C08AB14],
1327312233,ITMRingUp [SNDR:0C08AB14],
1327312236,ITMRingUp [SNDR:0C08AB14],
1327332977,ITMRingUp [SNDR:0C08AB14],
1327332980,ITMRingUp [SNDR:0C08AB14],
1327332983,ITMRingUp [SNDR:0C08AB14],
1327332986,ITMRingUp [SNDR:0C08AB14],
1327332989,ITMRingUp [SNDR:0C08AB14],
1327332991,ITMRingUp [SNDR:0C08AB14],
1327332996,ITMRingUp [SNDR:0C08AB14],
1327332999,ITMRingUp [SNDR:0C08AB14],
1327333002,ITMRingUp [SNDR:0C08AB14],
1327333004,ITMRingUp [SNDR:0C08AB14],
1327333007,ITMRingUp [SNDR:0C08AB14],
1327333010,ITMRingUp [SNDR:0C08AB14],
1327333013,ITMRingUp [SNDR:0C08AB14],
1327333016,ITMRingUp [SNDR:0C08AB14],
1327333019,ITMRingUp [SNDR:0C08AB14],
1327333022,ITMRingUp [SNDR:0C08AB14],
1327333025,ITMRingUp [SNDR:0C08AB14],
1327333028,ITMRingUp [SNDR:0C08AB14],
1327333031,ITMRingUp [SNDR:0C08AB14],
1327333034,ITMRingUp [SNDR:0C08AB14],
1327333037,ITMRingUp [SNDR:0C08AB14],
1327333040,ITMRingUp [SNDR:0C08AB14],
1327333043,ITMRingUp [SNDR:0C08AB14],
1327333046,ITMRingUp [SNDR:0C08AB14],
1327333049,ITMRingUp [SNDR:0C08AB14],
1327333052,ITMRingUp [SNDR:0C08AB14],
1327333055,ITMRingUp [SNDR:0C08AB14],
1327333058,ITMRingUp [SNDR:0C08AB14],
1327333061,ITMRingUp [SNDR:0C08AB14],
1327333064,ITMRingUp [SNDR:0C08AB14],
1327353804,ITMRingUp [SNDR:0C08AB14],
1327353807,ITMRingUp [SNDR:0C08AB14],
1327353810,ITMRingUp [SNDR:0C08AB14],
1327353813,ITMRingUp [SNDR:0C08AB14],
1327353816,ITMRingUp [SNDR:0C08AB14],
1327353819,ITMRingUp [SNDR:0C08AB14],
1327353822,ITMRingUp [SNDR:0C08AB14],
1327353825,ITMRingUp [SNDR:0C08AB14],
1327353828,ITMRingUp [SNDR:0C08AB14],
1327353831,ITMRingUp [SNDR:0C08AB14],
1327353834,ITMRingUp [SNDR:0C08AB14],
1327353836,ITMRingUp [SNDR:0C08AB14],
1327353840,ITMRingUp [SNDR:0C08AB14],
1327353843,ITMRingUp [SNDR:0C08AB14],
1327353846,ITMRingUp [SNDR:0C08AB14],
1327374590,ITMRingUp [SNDR:0C08AB14],
1327374593,ITMRingUp [SNDR:0C08AB14],
1327374596,ITMRingUp [SNDR:0C08AB14],
1327374599,ITMRingUp [SNDR:0C08AB14],
1327374602,ITMRingUp [SNDR:0C08AB14],
1327374605,ITMRingUp [SNDR:0C08AB14],
1327374608,ITMRingUp [SNDR:0C08AB14],
1327374611,ITMRingUp [SNDR:0C08AB14],
1327374614,ITMRingUp [SNDR:0C08AB14],
1327374617,ITMRingUp [SNDR:0C08AB14],
1327374620,ITMRingUp [SNDR:0C08AB14],
1327374624,ITMRingUp [SNDR:0C08AB14],
1327374627,ITMRingUp [SNDR:0C08AB14],
1327374630,ITMRingUp [SNDR:0C08AB14],
1327374633,ITMRingUp [SNDR:0C08AB14],
1327374636,ITMRingUp [SNDR:0C08AB14],
1327374639,ITMRingUp [SNDR:0C08AB14],
1327374642,ITMRingUp [SNDR:0C08AB14],
1327374645,ITMRingUp [SNDR:0C08AB14],
1327374648,ITMRingUp [SNDR:0C08AB14],
1327374651,ITMRingUp [SNDR:0C08AB14],
1327374654,ITMRingUp [SNDR:0C08AB14],
1327374657,ITMRingUp [SNDR:0C08AB14],
1327374661,ITMRingUp [SNDR:0C08AB14],
1327374664,ITMRingUp [SNDR:0C08AB14],
1327395404,ITMRingUp [SNDR:0C08AB14],
1327395407,ITMRingUp [SNDR:0C08AB14],
1327395410,ITMRingUp [SNDR:0C08AB14],
1327395413,ITMRingUp [SNDR:0C08AB14],
1327395416,ITMRingUp [SNDR:0C08AB14],
1327395419,ITMRingUp [SNDR:0C08AB14],
1327395422,ITMRingUp [SNDR:0C08AB14],
1327395425,ITMRingUp [SNDR:0C08AB14],
1327395428,ITMRingUp [SNDR:0C08AB14],
1327395431,ITMRingUp [SNDR:0C08AB14],
1327395434,ITMRingUp [SNDR:0C08AB14],
1327395437,ITMRingUp [SNDR:0C08AB14],
1327395440,ITMRingUp [SNDR:0C08AB14],
1327395443,ITMRingUp [SNDR:0C08AB14],
1327395446,ITMRingUp [SNDR:0C08AB14],
1327395449,ITMRingUp [SNDR:0C08AB14],
1327395452,ITMRingUp [SNDR:0C08AB14],
1327395455,ITMRingUp [SNDR:0C08AB14],
1327395458,ITMRingUp [SNDR:0C08AB14],
1327395460,ITMRingUp [SNDR:0C08AB14],
1327395464,ITMRingUp [SNDR:0C08AB14],
1327395467,ITMRingUp [SNDR:0C08AB14],
1327395470,ITMRingUp [SNDR:0C08AB14],
1327395473,ITMRingUp [SNDR:0C08AB14],
1327416213,ITMRingUp [SNDR:0C08AB14],
1327416216,ITMRingUp [SNDR:0C08AB14],
1327416219,ITMRingUp [SNDR:0C08AB14],
1327416222,ITMRingUp [SNDR:0C08AB14],
1327416225,ITMRingUp [SNDR:0C08AB14],
1327416228,ITMRingUp [SNDR:0C08AB14],
1327416231,ITMRingUp [SNDR:0C08AB14],
1327416234,ITMRingUp [SNDR:0C08AB14],
1327416237,ITMRingUp [SNDR:0C08AB14],
1327416240,ITMRingUp [SNDR:0C08AB14],
1327416243,ITMRingUp [SNDR:0C08AB14],
1327416245,ITMRingUp [SNDR:0C08AB14],
1327416247,ITMRingUp [SNDR:0C08AB14],
1327416250,ITMRingUp [SNDR:0C08AB14],
1327416252,ITMRingUp [SNDR:0C08AB14],
1327416255,ITMRingUp [SNDR:0C08AB14],
1327457735,ITMRingUp [SNDR:0C08AB14],
1327457738,ITMRingUp [SNDR:0C08AB14],
1327457741,ITMRingUp [SNDR:0C08AB14],
1327457744,ITMRingUp [SNDR:0C08AB14],
1327457747,ITMRingUp [SNDR:0C08AB14],
1327457750,ITMRingUp [SNDR:0C08AB14],
1327457753,ITMRingUp [SNDR:0C08AB14],
1327457756,ITMRingUp [SNDR:0C08AB14],
1327457758,ITMRingUp [SNDR:0C08AB14],
1327457762,ITMRingUp [SNDR:0C08AB14],
1327457765,ITMRingUp [SNDR:0C08AB14],
1327457768,ITMRingUp [SNDR:0C08AB14],
1327457771,ITMRingUp [SNDR:0C08AB14],
1327457774,ITMRingUp [SNDR:0C08AB14],
1327457776,ITMRingUp [SNDR:0C08AB14],
1327457778,ITMRingUp [SNDR:0C08AB14],
1327457780,ITMRingUp [SNDR:0C08AB14],
1327457782,ITMRingUp [SNDR:0C08AB14],
1327457784,ITMRingUp [SNDR:0C08AB14],
1327457786,ITMRingUp [SNDR:0C08AB14],
1327457788,ITMRingUp [SNDR:0C08AB14],
1327457799,ITMRingUp [SNDR:0C08AB14],
1327457802,ITMRingUp [SNDR:0C08AB14],
1327457805,ITMRingUp [SNDR:0C08AB14],
1327457808,ITMRingUp [SNDR:0C08AB14],
1327457813,ITMRingUp [SNDR:0C08AB14],
1327457816,ITMRingUp [SNDR:0C08AB14],
1327457819,ITMRingUp [SNDR:0C08AB14],
1327457822,ITMRingUp [SNDR:0C08AB14],
1327478566,ITMRingUp [SNDR:0C08AB14],
1327478567,ITMRingUp [SNDR:0C08AB14],
1327478571,,
1327478574,,
1327478577,,
1327478580,,
1327478583,,
1327478586,,
1327478590,ITMRingUp [SNDR:0C08AB14],
1327478592,ITMRingUp [SNDR:0C08AB14],
1327478594,ITMRingUp [SNDR:0C08AB14],
1327499335,ITMRingUp [SNDR:0C08AB14],
1327499338,ITMRingUp [SNDR:0C08AB14],
1327499341,ITMRingUp [SNDR:0C08AB14],
1327499344,ITMRingUp [SNDR:0C08AB14],
1327499347,ITMRingUp [SNDR:0C08AB14],
1327499350,ITMRingUp [SNDR:0C08AB14],
1327499353,ITMRingUp [SNDR:0C08AB14],
1327499356,ITMRingUp [SNDR:0C08AB14],
1327499359,ITMRingUp [SNDR:0C08AB14],
1327499362,ITMRingUp [SNDR:0C08AB14],
1327499365,ITMRingUp [SNDR:0C08AB14],
1327499368,ITMRingUp [SNDR:0C08AB14],
1327499371,ITMRingUp [SNDR:0C08AB14],
1327520111,ITMRingUp [SNDR:0C08AB14],
1327520114,ITMRingUp [SNDR:0C08AB14],
1327520117,ITMRingUp [SNDR:0C08AB14],
1327520120,ITMRingUp [SNDR:0C08AB14],
1327520123,ITMRingUp [SNDR:0C08AB14],
1327520126,ITMRingUp [SNDR:0C08AB14],
1327520129,ITMRingUp [SNDR:0C08AB14],
1327520132,ITMRingUp [SNDR:0C08AB14],
1327520135,ITMRingUp [SNDR:0C08AB14],
1327520138,ITMRingUp [SNDR:0C08AB14],
1327520141,ITMRingUp [SNDR:0C08AB14],
1327520144,ITMRingUp [SNDR:0C08AB14],
1327520147,ITMRingUp [SNDR:0C08AB14],
1327520150,ITMRingUp [SNDR:0C08AB14],
1327520153,ITMRingUp [SNDR:0C08AB14],
1327520158,ITMRingUp [SNDR:0C08AB14],
1327520160,ITMRingUp [SNDR:0C08AB14],
1327520164,ITMRingUp [SNDR:0C08AB14],
1327540903,ITMRingUp [SNDR:0C08AB14],
1327540906,ITMRingUp [SNDR:0C08AB14],
1327540909,ITMRingUp [SNDR:0C08AB14],
1327540912,ITMRingUp [SNDR:0C08AB14],
1327540915,ITMRingUp [SNDR:0C08AB14],
1327540918,ITMRingUp [SNDR:0C08AB14],
1327540921,ITMRingUp [SNDR:0C08AB14],
1327540924,ITMRingUp [SNDR:0C08AB14],
1327540928,ITMRingUp [SNDR:0C08AB14],
1327561669,ITMRingUp [SNDR:0C08AB14],
1327561672,ITMRingUp [SNDR:0C08AB14],
1327561675,ITMRingUp [SNDR:0C08AB14],
1327561678,ITMRingUp [SNDR:0C08AB14],
1327561681,ITMRingUp [SNDR:0C08AB14],
1327561684,ITMRingUp [SNDR:0C08AB14],
1327561687,ITMRingUp [SNDR:0C08AB14],
1327561690,ITMRingUp [SNDR:0C08AB14],
1327561693,ITMRingUp [SNDR:0C08AB14],
1327561695,ITMRingUp [SNDR:0C08AB14],
1327561697,ITMRingUp [SNDR:0C08AB14],
1327561699,ITMRingUp [SNDR:0C08AB14],
1327561701,ITMRingUp [SNDR:0C08AB14],
1327561703,ITMRingUp [SNDR:0C08AB14],
1327561705,ITMRingUp [SNDR:0C08AB14],
1327561714,ITMRingUp [SNDR:0C08AB14],
1327561716,ITMRingUp [SNDR:0C08AB14],
1327561718,ITMRingUp [SNDR:0C08AB14],
1327561722,ITMRingUp [SNDR:0C08AB14],
1327561725,ITMRingUp [SNDR:0C08AB14],
1327561728,ITMRingUp [SNDR:0C08AB14],
1327561731,ITMRingUp [SNDR:0C08AB14],
1327561734,ITMRingUp [SNDR:0C08AB14],
1327561738,ITMRingUp [SNDR:0C08AB14],
1327582478,ITMRingUp [SNDR:0C08AB14],
1327582481,ITMRingUp [SNDR:0C08AB14],
1327582484,ITMRingUp [SNDR:0C08AB14],
1327582487,ITMRingUp [SNDR:0C08AB14],
1327582490,ITMRingUp [SNDR:0C08AB14],
1327582493,ITMRingUp [SNDR:0C08AB14],
1327582496,ITMRingUp [SNDR:0C08AB14],
1327582499,ITMRingUp [SNDR:0C08AB14],
1327603239,ITMRingUp [SNDR:0C08AB14],
1327603241,ITMRingUp [SNDR:0C08AB14],
1327603244,ITMRingUp [SNDR:0C08AB14],
1327603247,ITMRingUp [SNDR:0C08AB14],
1327603250,ITMRingUp [SNDR:0C08AB14],
1327603253,ITMRingUp [SNDR:0C08AB14],
1327603256,ITMRingUp [SNDR:0C08AB14],
1327603259,ITMRingUp [SNDR:0C08AB14],
1327603262,ITMRingUp [SNDR:0C08AB14],
1327603265,ITMRingUp [SNDR:0C08AB14],
1327644747,,
1327686223,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1327706967,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1327706970,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1327893615,ITMRingUp [SNDR:0C08AB14],
1327893619,ITMRingUp [SNDR:0C08AB14],
1327935095,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1328018045,ITMRingUp [SNDR:0C08AB14],
1328038785,ITMRingUp [SNDR:0C08AB14],
1328101006,ITMRingUp [SNDR:0C08AB14],
1328101011,ITMRingUp [SNDR:0C08AB14],
1328121755,ITMRingUp [SNDR:0C08AB14],
1328121759,ITMRingUp [SNDR:0C08AB14],
1328121762,ITMRingUp [SNDR:0C08AB14],
1328121765,ITMRingUp [SNDR:0C08AB14],
1328121768,ITMRingUp [SNDR:0C08AB14],
1328121772,ITMRingUp [SNDR:0C08AB14],
1328142513,ITMRingUp [SNDR:0C08AB14],
1328142523,ITMRingUp [SNDR:0C08AB14],
1328142526,ITMRingUp [SNDR:0C08AB14],
1328142529,ITMRingUp [SNDR:0C08AB14],
1328142531,ITMRingUp [SNDR:0C08AB14],
1328142535,ITMRingUp [SNDR:0C08AB14],
1328142538,ITMRingUp [SNDR:0C08AB14],
1328142541,ITMRingUp [SNDR:0C08AB14],
1328142545,ITMRingUp [SNDR:0C08AB14],
1328142554,ITMRingUp [SNDR:0C08AB14],
1328142556,ITMRingUp [SNDR:0C08AB14],
1328163298,ITMRingUp [SNDR:0C08AB14],
1328163301,ITMRingUp [SNDR:0C08AB14],
1328163303,ITMRingUp [SNDR:0C08AB14],
1328163306,ITMRingUp [SNDR:0C08AB14],
1328163309,ITMRingUp [SNDR:0C08AB14],
1328163313,ITMRingUp [SNDR:0C08AB14],
1328163316,ITMRingUp [SNDR:0C08AB14],
1328163319,ITMRingUp [SNDR:0C08AB14],
1328163321,ITMRingUp [SNDR:0C08AB14],
1328163325,ITMRingUp [SNDR:0C08AB14],
1328163330,ITMRingUp [SNDR:0C08AB14],
1328163332,ITMRingUp [SNDR:0C08AB14],
1328163334,ITMRingUp [SNDR:0C08AB14],
1328184083,ITMRingUp [SNDR:0C08AB14],
1328184088,ITMRingUp [SNDR:0C08AB14],
1328184091,ITMRingUp [SNDR:0C08AB14],
1328184097,ITMRingUp [SNDR:0C08AB14],
1328184101,ITMRingUp [SNDR:0C08AB14],
1328184104,ITMRingUp [SNDR:0C08AB14],
1328204843,ITMRingUp [SNDR:0C08AB14],
1328204846,ITMRingUp [SNDR:0C08AB14],
1328204849,ITMRingUp [SNDR:0C08AB14],
1328204852,ITMRingUp [SNDR:0C08AB14],
1328204855,ITMRingUp [SNDR:0C08AB14],
1328204858,ITMRingUp [SNDR:0C08AB14],
1328204861,ITMRingUp [SNDR:0C08AB14],
1328204865,ITMRingUp [SNDR:0C08AB14],
1328204868,ITMRingUp [SNDR:0C08AB14],
1328204870,ITMRingUp [SNDR:0C08AB14],
1328204873,ITMRingUp [SNDR:0C08AB14],
1328204876,ITMRingUp [SNDR:0C08AB14],
1328204879,ITMRingUp [SNDR:0C08AB14],
1328204882,ITMRingUp [SNDR:0C08AB14],
1328204885,ITMRingUp [SNDR:0C08AB14],
1328204888,ITMRingUp [SNDR:0C08AB14],
1328204905,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1328204908,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1328225658,ITMRingUp [SNDR:0C08AB14],
1328225661,ITMRingUp [SNDR:0C08AB14],
1328225664,ITMRingUp [SNDR:0C08AB14],
1328225667,ITMRingUp [SNDR:0C08AB14],
1328225670,ITMRingUp [SNDR:0C08AB14],
1328225673,ITMRingUp [SNDR:0C08AB14],
1328225676,ITMRingUp [SNDR:0C08AB14],
1328225679,ITMRingUp [SNDR:0C08AB14],
1328225682,ITMRingUp [SNDR:0C08AB14],
1328225685,ITMRingUp [SNDR:0C08AB14],
1328225688,ITMRingUp [SNDR:0C08AB14],
1328225691,ITMRingUp [SNDR:0C08AB14],
1328329385,,
1328329389,,
1328370872,ITMRingUp [SNDR:0C08AB14],
1328370874,ITMRingUp [SNDR:0C08AB14],
1328370876,,
1328391617,ITMRingUp [SNDR:0C08AB14],
1328391619,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1328391622,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1328412362,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1328412365,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1328412367,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1328453843,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1328453848,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1328453851,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1328453854,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1328453857,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1328453860,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1328453864,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1328453867,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1328495344,ITMRingUp [SNDR:0C08AB14],
1328495347,ITMRingUp [SNDR:0C08AB14],
1328495350,ITMRingUp [SNDR:0C08AB14],
1328495353,ITMRingUp [SNDR:0C08AB14],
1328495356,ITMRingUp [SNDR:0C08AB14],
1328495359,ITMRingUp [SNDR:0C08AB14],
1328516099,ITMRingUp [SNDR:0C08AB14],
1328516101,ITMRingUp [SNDR:0C08AB14],
1328516105,ITMRingUp [SNDR:0C08AB14],
1328516108,ITMRingUp [SNDR:0C08AB14],
1328516111,ITMRingUp [SNDR:0C08AB14],
1328516114,ITMRingUp [SNDR:0C08AB14],
1328516117,ITMRingUp [SNDR:0C08AB14],
1328516120,ITMRingUp [SNDR:0C08AB14],
1328516122,ITMRingUp [SNDR:0C08AB14],
1328516125,ITMRingUp [SNDR:0C08AB14],
1328536865,ITMRingUp [SNDR:0C08AB14],
1328536868,ITMRingUp [SNDR:0C08AB14],
1328536870,ITMRingUp [SNDR:0C08AB14],
1328536873,ITMRingUp [SNDR:0C08AB14],
1328536876,ITMRingUp [SNDR:0C08AB14],
1328536879,ITMRingUp [SNDR:0C08AB14],
1328536881,ITMRingUp [SNDR:0C08AB14],
1328578359,,
1328578362,,
1328578366,,
1328578371,,
1328578373,,
1328578381,,
1328578384,,
1328578387,,
1328578390,,
1328599130,,
1328599133,,
1328599136,,
1328599138,,
1328599142,,
1328599145,,
1328599148,,
1328599151,,
1328599154,,
1328619895,,
1328619898,,
1328619901,,
1328619904,,
1328619907,,
1328640647,,
1328640650,,
1328640653,,
1328640656,,
1328640659,,
1328640662,,
1328640665,,
1328640668,,
1328640670,,
1328640673,,
1328640676,,
1328640679,,
1328640682,,
1328702902,,
1328702905,,
1328702907,,
1328702910,,
1328702912,,
1328723653,,
1328723656,,
1328723659,,
1328723662,,
1328723665,,
1328723668,,
1328744408,,
1328744411,,
1328765151,,
1328765154,,
1328765157,,
1328765160,,
1328765163,,
1328765166,,
1328765169,,
1328765172,,
1328765175,,
1328765178,,
1328827400,,
1328848141,,
1328848148,,
1328848150,,
1328848153,,
1328848155,,
1328848160,,
1328848164,,
1328848167,,
1328848170,,
1328848178,,
1328848181,,
1328848184,,
1328848187,,
1328868927,,
1328868930,,
1328868933,,
1328868936,,
1328868939,,
1328868942,,
1328868945,,
1328868948,,
1328868951,,
1328868954,,
1328868957,,
1328868960,,
1328868963,,
1328868966,,
1328868969,,
1328889709,,
1328889712,,
1328889715,,
1328889718,,
1328889721,,
1328889724,,
1328889727,,
1328889730,,
1328889733,,
1328889736,,
1328889739,,
1328910479,,
1328910482,,
1328910485,,
1328910488,,
1328910491,,
1328910494,,
1328910497,,
1328910500,,
1328910503,,
1328910506,,
1328910509,,
1328910512,,
1328910515,,
1328910518,,
1328910521,,
1328910524,,
1328910527,,
1328910530,,
1328910533,,
1328910536,,
1328910539,,
1328931279,,
1328931282,,
1328931285,,
1328931288,,
1328931290,,
1328931292,,
1328931296,,
1328931299,,
1328931302,,
1328931305,,
1328931308,,
1328931312,,
1328931315,,
1328931318,,
1328931321,,
1328931324,,
1328931327,,
1328931330,,
1328931333,,
1328931337,,
1328931340,,
1328931343,,
1328931346,,
1328931349,,
1328952089,,
1328952092,,
1328952095,,
1328952102,,
1328952105,,
1328952108,,
1328952111,,
1328952114,,
1328952117,,
1328952120,,
1328952123,,
1328952126,,
1328952129,,
1328952132,,
1328952135,,
1328952138,,
1328952141,,
1328952144,,
1328952157,,
1328952159,,
1328952162,,
1328952165,,
1328952168,,
1328972908,,
1328972911,,
1328972914,,
1328972917,,
1328972920,,
1328972923,,
1328972926,,
1328972929,,
1328972932,,
1328972935,,
1328972938,,
1328972941,,
1328972944,,
1328972946,,
1328972950,,
1328972953,,
1328972956,,
1328972959,,
1328972962,,
1328972965,,
1328972967,,
1328972971,,
1328972974,,
1328972977,,
1328972980,,
1328972983,,
1328972986,,
1328972989,,
1328972992,,
1328972995,,
1328972998,,
1328973001,,
1328973004,,
1328993744,,
1328993747,,
1328993750,,
1328993753,,
1328993756,,
1328993759,,
1328993762,,
1328993765,,
1328993768,,
1328993771,,
1328993774,,
1328993777,,
1328993780,,
1328993783,,
1328993786,,
1329014526,,
1329014529,,
1329014532,,
1329014535,,
1329014538,,
1329014541,,
1329014544,,
1329014547,,
1329014550,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1329014553,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1329014556,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1329014559,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1329014562,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1329014566,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1329014569,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1329014572,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1329014575,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1329014578,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1329014581,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1329014584,,
1329014587,,
1329014590,,
1329035330,,
1329035333,,
1329056073,,
1329056076,,
1329056079,,
1329056082,,
1329056085,,
1329056088,,
1329056091,,
1329056094,,
1329056097,,
1329056100,,
1329056103,,
1329056106,,
1329056109,,
1329056112,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1329056115,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1329056118,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1329056121,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1329056124,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1329056126,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1329056129,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1329056132,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
1329056135,ITMNeckUp [SNDR:0C08AB15],ITMNeckDown [SNDR:0C08AB16]
